user_id,age,gender,married,has_children,age_group,generation,traveller_type,home_country,home_city,home_airport,sign_up_date,total_sessions,avg_page_clicks,total_page_clicks,avg_session_duration_mins,last_session_date,months_active,total_bookings,booking_conversion_rate,days_since_last_session,churn_status,churn_risk_score,unique_trips,cancelled_trips,flights_booked,hotels_booked,avg_seats,avg_trip_duration_days,avg_base_fare_per_seat,avg_checked_bags,avg_rooms_booked,avg_nights_booked,avg_hotel_spend,trip_frequency_per_month,flight_discount_conversion_rate,hotel_discount_conversion_rate,total_flight_spend,total_hotel_spend,total_discount_received,avg_flight_dollars_saved,avg_hotel_dollars_saved,avg_combined_dollars_saved,final_segment,total_spend,priority_score,assigned_perk
534088,26.0,M,False,True,26–35,Millennial,Family,usa,kansas city,MCI,2023-01-16,8,17.625,141,2.2,2023-07-03 18:44:00,5.0,3,0.375,25.0,Low,0.1,3,0,2,2,1.0,3.5,235.195,0.5,1.0,4.0,998.0,0.6,0.5,0.0,470.39,1996.0,0.3,17.6795,,17.6795,Solo Parent Traveller,2466.39,246.64,10% off Next Hotel Booking
526372,46.0,F,False,True,46–60,Gen X,Family,usa,colorado springs,COS,2023-01-12,8,15.75,126,1.9854166666666666,2023-06-28 09:28:00,5.0,2,0.25,30.0,Low,0.1,2,0,2,2,1.0,8.5,338.9,0.5,1.0,7.5,508.0,0.4,,0.0,677.8,1016.0,0.1,,,0.0,Solo Parent Traveller,1693.8,169.38,10% off Next Hotel Booking
531884,50.0,F,True,True,46–60,Gen X,Family,usa,chicago,UGN,2023-01-15,8,13.375,107,1.6416666666666666,2023-07-04 17:23:00,5.0,4,0.5,24.0,Low,0.1,4,0,3,4,1.0,7.0,340.1933333333333,0.3333333333333333,1.0,8.75,1801.75,0.8,0.5,0.0,1020.58,7207.0,0.4,40.056,,40.056,Family Traveller,8227.58,822.76,Free night with Flight Booking
618780,34.0,F,False,True,26–35,Millennial,Family,usa,new york,JFK,2023-02-25,8,16.125,129,2.0,2023-07-10 10:56:00,4.0,3,0.375,18.0,Low,0.1,3,0,3,3,1.0,4.666666666666667,358.5566666666667,0.6666666666666666,1.0,3.6666666666666665,524.6666666666666,0.75,0.0,,1075.67,1574.0,0.15,,,0.0,Solo Parent Traveller,2649.67,264.97,10% off Next Hotel Booking
597662,16.0,F,False,True,Under 18,Gen Z,Family,canada,ottawa,YOW,2023-02-16,8,13.875,111,1.7395833333333333,2023-07-10 15:26:00,4.0,0,0.0,18.0,Low,0.1,0,0,0,0,,,,,,,,0.0,0.0,,,,0.15,,,0.0,Unconverted User,0.0,0.0,15 % off Next Booking
607799,35.0,F,False,True,26–35,Millennial,Family,usa,los angeles,LAX,2023-02-20,8,12.25,98,1.5291666666666666,2023-06-28 23:26:00,4.0,1,0.125,30.0,Low,0.1,1,0,1,1,1.0,2.0,118.05,1.0,1.0,2.0,354.0,0.25,0.0,,118.05,354.0,0.15,,,0.0,Solo Parent Traveller,472.05,47.21,10% off Next Hotel Booking
531073,31.0,F,False,False,26–35,Millennial,Solo Traveller,usa,phoenix,LUF,2023-01-15,9,24.22222222222222,218,3.0074074074074075,2023-05-21 10:48:00,4.0,4,0.4444444444444444,68.0,Medium,0.5,4,0,3,3,1.0,3.3333333333333335,383.1433333333333,0.3333333333333333,1.3333333333333333,3.3333333333333335,542.3333333333334,1.0,0.0,0.0,1149.43,1627.0,0.1,,,0.0,Independent Explorer,2776.43,1388.22,Late Hotel Check Out
535637,31.0,F,False,False,26–35,Millennial,Solo Traveller,canada,calgary,YYC,2023-01-17,8,11.125,89,1.4041666666666666,2023-07-15 19:55:00,5.0,3,0.375,13.0,Low,0.1,3,0,1,3,1.0,3.0,539.85,0.0,1.0,4.0,376.0,0.6,,0.0,539.85,1128.0,0.45,,,0.0,Independent Explorer,1667.85,166.79,Late Hotel Check Out
525415,37.0,F,True,True,36–45,Millennial,Family,canada,edmonton,YED,2023-01-12,9,16.77777777777778,151,2.0703703703703704,2023-06-15 12:32:00,5.0,3,0.3333333333333333,43.0,Low,0.1,3,0,3,3,1.0,4.333333333333333,444.8666666666667,0.3333333333333333,1.0,4.0,443.3333333333333,0.6,0.0,0.3333333333333333,1334.6,1330.0,0.65,,21.45,21.45,Family Traveller,2664.6,266.46,Free night with Flight Booking
421247,41.0,F,True,True,36–45,Millennial,Family,usa,memphis,MEM,2022-11-19,8,22.375,179,2.777083333333333,2023-06-12 07:29:00,6.0,4,0.5,46.0,Low,0.1,4,0,4,4,1.0,3.5,177.3975,0.5,1.0,2.5,509.5,0.6666666666666666,,0.6666666666666666,709.59,2038.0,0.2,,13.525,13.525,Family Traveller,2747.59,274.76,Free night with Flight Booking
561243,43.0,F,False,False,36–45,Gen X,Solo Traveller,usa,san diego,NZY,2023-01-30,8,12.5,100,1.5416666666666667,2023-03-29 20:25:00,1.0,4,0.5,121.0,High,1.0,4,0,4,3,1.0,4.5,564.4725,0.5,1.0,5.333333333333333,777.3333333333334,4.0,0.0,0.5,2257.89,2332.0,0.3,,9.4,9.4,Independent Explorer,4589.89,4589.89,Late Hotel Check Out
520358,49.0,F,True,False,46–60,Gen X,Couple,usa,montgomery,MXF,2023-01-09,8,13.375,107,1.6583333333333332,2023-04-27 21:18:00,3.0,4,0.5,92.0,High,1.0,4,0,3,4,1.0,4.333333333333333,265.6,1.0,1.0,4.0,593.0,1.3333333333333333,,0.0,796.8,2372.0,0.1,,,0.0,Couple Explorer,3168.8,3168.8,Free Room Upgrade on Long Stay
560511,37.0,F,True,False,36–45,Millennial,Couple,usa,new york,JFK,2023-01-29,8,22.75,182,2.825,2023-07-14 13:11:00,5.0,6,0.75,14.0,Low,0.1,6,0,5,6,1.0,3.2,351.108,0.6,1.0,5.166666666666667,915.1666666666666,1.2,0.6666666666666666,,1755.54,5491.0,0.25,42.5595,,42.5595,Couple Explorer,7246.54,724.65,Free Room Upgrade on Long Stay
527995,51.0,F,True,True,46–60,Gen X,Family,usa,nashville,BNA,2023-01-13,8,20.625,165,2.5458333333333334,2023-05-20 22:15:00,4.0,3,0.375,69.0,Medium,0.5,3,0,2,2,1.0,3.5,477.745,1.0,1.0,3.0,439.0,0.75,0.0,0.3333333333333333,955.49,878.0,0.45,,16.3,16.3,Family Traveller,1833.49,916.75,Free night with Flight Booking
563483,35.0,F,True,False,26–35,Millennial,Couple,usa,akron,AKR,2023-01-31,9,18.88888888888889,170,2.361111111111111,2023-06-29 02:12:00,4.0,5,0.5555555555555556,29.0,Low,0.1,5,0,4,5,1.0,3.75,115.1825,0.75,1.0,3.4,836.0,1.25,,1.0,460.73,4180.0,0.15,,36.15,36.15,Couple Explorer,4640.73,464.07,Free Room Upgrade on Long Stay
586850,44.0,F,False,False,36–45,Gen X,Solo Traveller,canada,hamilton,YHM,2023-02-11,8,16.125,129,2.0083333333333333,2023-06-16 19:38:00,4.0,4,0.5,42.0,Low,0.1,4,0,4,4,1.0,2.75,303.425,0.5,1.0,1.75,360.0,1.0,,0.0,1213.7,1440.0,0.15,,,0.0,Business Solo,2653.7,265.37,Upgrade to Business Class on next flight
591155,40.0,M,True,False,36–45,Millennial,Couple,canada,windsor,YQG,2023-02-13,8,15.5,124,1.91875,2023-07-19 02:58:00,5.0,2,0.25,9.0,Low,0.1,2,0,1,2,1.0,3.0,546.35,1.0,1.0,4.0,541.5,0.4,0.0,1.0,546.35,1083.0,0.5,,10.075,10.075,Couple Explorer,1629.35,162.94,Free Room Upgrade on Long Stay
513317,54.0,F,True,False,46–60,Gen X,Couple,usa,dallas,DAL,2023-01-06,8,16.875,135,2.1166666666666667,2023-06-14 14:45:00,5.0,1,0.125,44.0,Low,0.1,1,0,1,0,1.0,2.0,73.87,0.0,,,,0.2,0.3333333333333333,0.0,73.87,,0.55,3.6935,,3.6935,Couple City Breaker,73.87,7.39,Free Hotel Breakfast
603635,64.0,F,True,False,60+,Baby Boomer,Couple,canada,hamilton,YHM,2023-02-18,8,38.0,304,16.629166666666666,2023-07-12 22:58:08,4.0,4,0.5,16.0,Low,0.1,3,1,3,3,1.3333333333333333,9.5,1339.76,1.0,1.0,8.0,1120.6666666666667,0.75,0.5,1.0,5359.04,3362.0,0.15,,16.2,16.2,Couple Explorer,8721.04,872.1,Free Room Upgrade on Long Stay
521331,63.0,F,False,False,60+,Baby Boomer,Solo Traveller,usa,cleveland,CLE,2023-01-10,10,17.0,170,8.854008758333332,2023-06-17 03:52:06,5.0,3,0.3,41.0,Low,0.1,2,1,2,1,1.0,6.0,1075.61,0.5,1.0,6.0,288.0,0.4,0.5,0.5,1620.3,288.0,0.35,,,0.0,Luxury Solo Traveller,1908.3,190.83,Lounge Access on Next Trip
543671,51.0,F,True,True,46–60,Gen X,Family,usa,phoenix,LUF,2023-01-21,9,11.222222222222221,101,1.3685185185185185,2023-06-01 21:21:00,4.0,2,0.2222222222222222,57.0,Low,0.1,2,0,1,2,1.0,3.0,288.21,0.0,1.5,2.5,742.0,0.5,0.0,0.6666666666666666,288.21,1484.0,0.6999999999999998,,14.0,14.0,Family Traveller,1772.21,177.22,Free night with Flight Booking
641537,52.0,F,True,True,46–60,Gen X,Family,usa,washington,DCA,2023-03-06,8,16.0,128,1.9916666666666667,2023-06-22 19:25:00,3.0,2,0.25,36.0,Low,0.1,2,0,1,2,1.0,3.0,36.44,0.0,1.5,3.0,628.5,0.6666666666666666,,0.5,36.44,1257.0,0.1,,5.85,5.85,Family Traveller,1293.44,129.34,Free night with Flight Booking
611583,37.0,M,False,True,36–45,Millennial,Family,usa,jacksonville,JAX,2023-02-22,8,17.25,138,2.154166666666667,2023-06-13 22:49:00,3.0,3,0.375,45.0,Low,0.1,3,0,3,2,1.0,2.6666666666666665,246.68333333333334,1.0,1.0,2.0,333.0,1.0,0.0,0.0,740.05,666.0,0.3,,,0.0,Solo Parent Traveller,1406.05,140.61,10% off Next Hotel Booking
494382,38.0,F,False,True,36–45,Millennial,Family,canada,ottawa,YOW,2022-12-27,8,21.625,173,2.6770833333333335,2023-07-18 17:28:00,6.0,5,0.625,10.0,Low,0.1,5,0,4,4,1.5,3.5,179.34666666666666,0.25,1.5,5.0,768.25,0.8333333333333334,,0.0,902.62,3073.0,0.05,,,0.0,Solo Parent Traveller,3975.62,397.56,10% off Next Hotel Booking
531562,22.0,F,False,True,18–25,Gen Z,Family,usa,baton rouge,BTR,2023-01-15,8,22.5,180,2.8,2023-06-05 16:58:00,4.0,2,0.25,53.0,Low,0.1,2,0,0,2,,,,,1.5,2.5,646.0,0.5,0.0,0.0,,1292.0,0.35,,,0.0,Solo Parent Traveller,1292.0,129.2,10% off Next Hotel Booking
520561,30.0,F,False,True,26–35,Millennial,Family,usa,nashville,BNA,2023-01-09,8,14.875,119,1.8583333333333334,2023-05-17 14:07:00,4.0,0,0.0,72.0,Medium,0.5,0,0,0,0,,,,,,,,0.0,0.0,0.0,,,0.25,,,0.0,Unconverted User,0.0,0.0,15 % off Next Booking
530329,51.0,F,True,True,46–60,Gen X,Family,usa,sacramento,MHR,2023-01-14,10,18.5,185,2.305,2023-07-17 03:00:00,6.0,1,0.1,11.0,Low,0.1,1,0,1,0,1.0,7.0,705.79,1.0,,,,0.16666666666666666,0.3333333333333333,0.0,705.79,,0.75,211.737,,211.737,Detached Family Traveller,705.79,70.58,Free Checked Bag
671975,51.0,F,False,False,46–60,Gen X,Solo Traveller,canada,edmonton,YEG,2023-03-18,8,14.25,114,1.7666666666666666,2023-07-03 18:18:00,3.0,3,0.375,25.0,Low,0.1,3,0,3,3,1.0,4.0,442.25666666666666,0.0,1.0,4.0,273.3333333333333,1.0,,0.5,1326.77,820.0,0.15,,8.15,8.15,Independent Explorer,2146.77,214.68,Late Hotel Check Out
553985,35.0,F,False,False,26–35,Millennial,Solo Traveller,usa,san jose,SJC,2023-01-26,8,52.5,420,18.425,2023-06-25 15:49:00,4.0,4,0.5,33.0,Low,0.1,3,1,3,3,1.0,4.25,336.155,0.3333333333333333,1.0,3.6666666666666665,169.0,0.75,0.25,0.5,1134.01,507.0,0.65,,,0.0,Independent Explorer,1641.01,164.1,Late Hotel Check Out
535702,41.0,F,True,True,36–45,Millennial,Family,usa,new york,LGA,2023-01-17,8,25.625,205,3.16875,2023-07-08 06:58:00,5.0,5,0.625,20.0,Low,0.1,5,0,5,5,1.0,5.5,392.714,0.6,1.0,4.4,2214.2,1.0,,0.0,1963.57,11071.0,0.25,,,0.0,Family Traveller,13034.57,1303.46,Free night with Flight Booking
548488,36.0,F,False,False,36–45,Millennial,Solo Traveller,usa,new york,JFK,2023-01-23,8,14.75,118,1.8125,2023-07-13 18:36:00,5.0,3,0.375,15.0,Low,0.1,3,0,3,3,1.3333333333333333,3.6666666666666665,271.15833333333336,0.6666666666666666,1.3333333333333333,2.3333333333333335,492.3333333333333,0.6,0.0,,902.46,1477.0,0.3,,,0.0,Independent Explorer,2379.46,237.95,Late Hotel Check Out
518516,55.0,F,True,True,46–60,Gen X,Family,usa,new york,LGA,2023-01-08,11,15.454545454545455,170,1.9106060606060606,2023-06-27 20:58:00,5.0,3,0.2727272727272727,31.0,Low,0.1,3,0,3,3,1.0,5.0,290.4766666666667,0.6666666666666666,1.0,4.333333333333333,893.6666666666666,0.6,0.0,,871.43,2681.0,0.1,,,0.0,Family Traveller,3552.43,355.24,Free night with Flight Booking
486270,27.0,F,False,False,26–35,Millennial,Solo Traveller,canada,victoria,YYJ,2022-12-23,8,17.625,141,2.19375,2023-07-02 05:31:00,6.0,3,0.375,26.0,Low,0.1,3,0,2,3,1.0,3.0,563.005,0.5,1.0,4.0,786.0,0.5,0.0,,1126.01,2358.0,0.4,,,0.0,Independent Explorer,3484.01,348.4,Late Hotel Check Out
609167,38.0,F,False,False,36–45,Millennial,Solo Traveller,usa,omaha,OMA,2023-02-21,8,18.875,151,2.3645833333333335,2023-07-17 18:53:00,4.0,4,0.5,11.0,Low,0.1,4,0,4,4,1.25,4.333333333333333,246.5125,0.75,1.25,3.5,581.75,1.0,1.0,,1169.9,2327.0,0.25,35.218,,35.218,Bargain Hunter,3496.9,349.69,Early Access to Exclusive Deals
509822,38.0,M,False,False,36–45,Millennial,Solo Traveller,usa,charlotte,CLT,2023-01-04,8,17.75,142,2.189583333333333,2023-05-14 17:24:00,4.0,3,0.375,75.0,Medium,0.5,3,0,3,3,1.0,3.0,314.7133333333333,0.3333333333333333,1.0,2.3333333333333335,556.3333333333334,0.75,0.0,0.0,944.14,1669.0,0.45,,,0.0,Independent Explorer,2613.14,1306.57,Late Hotel Check Out
523442,53.0,F,True,True,46–60,Gen X,Family,usa,milwaukee,MKE,2023-01-11,8,22.5,180,2.7729166666666667,2023-07-19 16:58:00,6.0,4,0.5,9.0,Low,0.1,4,0,3,4,1.0,4.333333333333333,214.29666666666665,1.0,1.0,4.25,626.25,0.6666666666666666,0.0,,642.89,2505.0,0.1,,,0.0,Family Traveller,3147.89,314.79,Free night with Flight Booking
572591,42.0,F,True,False,36–45,Millennial,Couple,usa,wichita,ICT,2023-02-04,8,14.5,116,1.7791666666666666,2023-05-08 19:43:00,3.0,2,0.25,81.0,Medium,0.5,2,0,2,2,2.0,5.0,214.45,1.0,2.0,4.0,3137.0,0.6666666666666666,0.0,,857.8,6274.0,0.15,,,0.0,Couple Explorer,7131.8,3565.9,Free Room Upgrade on Long Stay
552944,51.0,M,False,False,46–60,Gen X,Solo Traveller,usa,atlanta,ATL,2023-01-26,8,15.25,122,1.8979166666666667,2023-07-20 21:33:00,5.0,3,0.375,8.0,Low,0.1,3,0,3,3,1.6666666666666667,3.6666666666666665,500.0177777777778,0.6666666666666666,1.6666666666666667,3.6666666666666665,1735.3333333333333,0.6,,0.5,2646.86,5206.0,0.1,,7.9,7.9,Luxury Solo Traveller,7852.86,785.29,Lounge Access on Next Trip
531847,65.0,F,True,False,60+,Baby Boomer,Couple,usa,miami,OPF,2023-01-15,8,19.25,154,2.379166666666667,2023-06-29 20:00:00,5.0,2,0.25,29.0,Low,0.1,2,0,2,2,1.0,4.5,301.525,1.0,1.0,4.0,820.0,0.4,,,603.05,1640.0,0.0,,,0.0,Couple Explorer,2243.05,224.31,Free Room Upgrade on Long Stay
511638,34.0,F,False,True,26–35,Millennial,Family,usa,fresno,FAT,2023-01-05,8,11.875,95,1.4854166666666666,2023-07-13 16:32:00,6.0,3,0.375,15.0,Low,0.1,3,0,2,3,1.0,4.0,398.235,0.5,1.3333333333333333,3.6666666666666665,944.0,0.5,0.0,0.0,796.47,2832.0,0.35,,,0.0,Solo Parent Traveller,3628.47,362.85,10% off Next Hotel Booking
488827,36.0,F,False,False,36–45,Millennial,Solo Traveller,usa,san antonio,SKF,2022-12-24,8,20.125,161,2.4833333333333334,2023-05-13 05:07:00,4.0,6,0.75,76.0,Medium,0.5,6,0,6,4,1.1666666666666667,3.1666666666666665,187.02416666666667,0.3333333333333333,1.25,3.25,266.25,1.5,1.0,1.0,1146.78,1065.0,0.5,35.388,24.175,59.563,Bargain Hunter,2211.78,1105.89,Early Access to Exclusive Deals
620884,33.0,F,False,False,26–35,Millennial,Solo Traveller,usa,chicago,MDW,2023-02-26,8,50.5,404,18.158333333333335,2023-07-06 11:04:00,4.0,5,0.625,22.0,Low,0.1,4,1,4,3,1.0,3.6,175.584,0.25,1.0,2.6666666666666665,417.6666666666667,1.0,0.5,1.0,698.79,1253.0,0.3,,10.55,10.55,Bargain Hunter,1951.79,195.18,Early Access to Exclusive Deals
588313,17.0,F,False,False,Under 18,Gen Z,Solo Traveller,usa,new york,JFK,2023-02-11,8,17.875,143,2.20625,2023-06-20 20:45:00,4.0,1,0.125,38.0,Low,0.1,1,0,1,1,1.0,3.0,768.72,1.0,1.0,3.0,558.0,0.25,0.0,,768.72,558.0,0.1,,,0.0,Luxury Solo Traveller,1326.72,132.67,Lounge Access on Next Trip
519957,53.0,F,True,False,46–60,Gen X,Couple,usa,new york,LGA,2023-01-09,8,15.5,124,1.9270833333333333,2023-04-15 20:00:00,3.0,2,0.25,104.0,High,1.0,2,0,2,2,1.0,4.0,549.54,1.0,1.0,3.0,376.5,0.6666666666666666,0.5,0.0,1099.08,753.0,0.5,35.686,,35.686,Couple Explorer,1852.08,1852.08,Free Room Upgrade on Long Stay
460553,54.0,F,True,True,46–60,Gen X,Family,usa,laredo,LRD,2022-12-10,8,31.5,252,3.90625,2023-06-16 23:09:00,6.0,3,0.375,42.0,Low,0.1,3,0,1,3,1.0,6.0,513.07,1.0,1.0,9.0,1308.3333333333333,0.5,,,513.07,3925.0,0.0,,,0.0,Family Traveller,4438.07,443.81,Free night with Flight Booking
498607,42.0,F,True,False,36–45,Millennial,Couple,canada,winnipeg,YWG,2022-12-29,8,17.375,139,2.1395833333333334,2023-07-17 16:05:00,6.0,2,0.25,11.0,Low,0.1,2,0,2,2,1.5,2.0,395.9725,1.0,1.5,1.5,220.0,0.3333333333333333,0.3333333333333333,,1204.56,440.0,0.3,82.523,,82.523,Couple City Breaker,1644.56,164.46,Free Hotel Breakfast
607350,36.0,F,False,True,36–45,Millennial,Family,canada,victoria,YYJ,2023-02-20,8,16.0,128,1.9916666666666667,2023-06-01 13:22:00,3.0,3,0.375,57.0,Low,0.1,3,0,3,2,1.0,4.0,496.63,1.0,1.0,3.5,536.0,1.0,0.0,0.5,1489.89,1072.0,0.3,,16.4,16.4,Solo Parent Traveller,2561.89,256.19,10% off Next Hotel Booking
538321,27.0,F,False,True,26–35,Millennial,Family,usa,san antonio,SKF,2023-01-18,8,12.0,96,1.475,2023-06-22 08:46:00,5.0,2,0.25,36.0,Low,0.1,2,0,1,1,1.0,3.0,433.64,0.0,1.0,9.0,2835.0,0.4,0.5,0.0,433.64,2835.0,0.85,65.046,,65.046,Solo Parent Traveller,3268.64,326.86,10% off Next Hotel Booking
542366,47.0,F,True,False,46–60,Gen X,Couple,usa,atlanta,ATL,2023-01-20,8,26.25,210,3.2708333333333335,2023-05-03 22:28:00,3.0,3,0.375,86.0,Medium,0.5,3,0,3,3,1.0,2.5,151.04333333333332,0.6666666666666666,1.0,2.0,288.3333333333333,1.0,0.0,1.0,453.13,865.0,0.3,,21.6,21.6,Couple City Breaker,1318.13,659.07,Free Hotel Breakfast
736833,42.0,F,True,True,36–45,Gen X,Family,usa,richmond,RIC,2023-04-10,8,12.25,98,1.5291666666666668,2023-07-03 16:52:00,2.0,1,0.125,25.0,Low,0.1,1,0,1,0,2.0,8.0,172.175,1.0,,,,0.5,0.0,0.0,344.35,,0.35,,,0.0,Detached Family Traveller,344.35,34.44,Free Checked Bag
